OBJECTID,NAME,OWNTYPE,SUBTYPEFIELD,FEATURECODE,FULLADDR,MUNICIPALITY,STATE,ZIP,CAPTUREMETH,LOCATIONTYPE,AGENCYURL,PHONE,last_edited_date,geometry,ConvertedX,ConvertedY
1382,Wilderness Park South,Municipal,820,Park, ,Mundelein,IL, ,Placed on Map,,https://mundeleinparks.org/, ,1561492681000,"{'x': -88.01338284860368, 'y': 42.25554111517742}",-88.01338284860368,42.25554111517742
1383,Williams Park,Municipal,820,Park, ,Antioch,IL, ,Placed on Map,,https://www.antioch.il.gov/departments/parks-department/, ,1546871446000,"{'x': -88.09372412609488, 'y': 42.48292757420361}",-88.09372412609488,42.48292757420361
1384,Willis Overholser Park,Municipal,820,Park, ,Libertyville,IL, ,Placed on Map,,http://libertyvillesportscomplex.com/157/Parks, ,1546871446000,"{'x': -87.98465874847338, 'y': 42.300596584321774}",-87.98465874847338,42.300596584321774
1385,Willow Grove Park,Municipal,820,Park,777 Checker Dr,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.9772152217909, 'y': 42.16718017732475}",-87.9772152217909,42.16718017732475
1386,Willow Point Park,Municipal,820,Park, ,Wildwood,IL, ,Placed on Map,,http://www.wildwoodparkdistrict.com/, ,1546871446000,"{'x': -87.99496564614086, 'y': 42.346293937250714}",-87.99496564614086,42.346293937250714
1387,Willow Ridge Park,Municipal,820,Park, ,Round Lake Beach,IL, ,Placed on Map,,https://www.rlapd.org/, ,1561492681000,"{'x': -88.08751487023973, 'y': 42.382027070886146}",-88.08751487023973,42.382027070886146
1388,Willow Stream Park and Pool,Municipal,820,Park,600 Farrington Dr,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.97230120272648, 'y': 42.16067996284085}",-87.97230120272648,42.16067996284085
1389,Wilma Turner Park,Municipal,820,Park, ,Round Lake Beach,IL, ,Placed on Map,,https://www.rlapd.org/, ,1561492681000,"{'x': -88.08546472881011, 'y': 42.38363851578888}",-88.08546472881011,42.38363851578888
1390,Wilmot Park,Municipal,820,Park, ,Deerfield,IL, ,Placed on Map,,https://www.deerfieldparks.org/, ,1561492681000,"{'x': -87.8657938587249, 'y': 42.16545298514585}",-87.8657938587249,42.16545298514585
1391,Winchester Road Soccer Complex,Municipal,820,Sports Complex, ,Libertyville,IL, ,Placed on Map,,http://www.libertyvilletownship.us/open-space-district/open-space-inventory/83-open-space-district/145-winchester-road-soccer-complex, ,1546871446000,"{'x': -87.99793563996353, 'y': 42.30146886629544}",-87.99793563996353,42.30146886629544
1392,Windmill Creek Park,Municipal,820,Park, ,Antioch,IL, ,Placed on Map,,https://www.antioch.il.gov/departments/parks-department/, ,1546871446000,"{'x': -88.07759310997898, 'y': 42.48423060755992}",-88.07759310997898,42.48423060755992
1393,Wm E Brook Entertainment Center,Municipal,820,Park, ,Antioch,IL, ,Placed on Map,,https://www.antioch.il.gov/departments/parks-department/, ,1546871446000,"{'x': -88.09381882918707, 'y': 42.47838124268867}",-88.09381882918707,42.47838124268867
1394,Wolters Field,Municipal,820,Park, ,Highland Park,IL, ,Placed on Map,,http://www.pdhp.org/, ,1546871446000,"{'x': -87.81650343652751, 'y': 42.186757908990366}",-87.81650343652751,42.186757908990366
1395,School District 113 Office,Municipal,730,Education Facility,1040 Park Ave West,Highland Park,IL, ,Placed on Map,,https://www.dist113.org/, ,1561492681000,"{'x': -87.81545172133221, 'y': 42.188468232227486}",-87.81545172133221,42.188468232227486
1396,Woodard Park,Municipal,820,Park,905 May St,Waukegan,IL,60085,Placed on Map,,https://www.waukeganparks.org/location/woodard-park/, ,1561492681000,"{'x': -87.84361755354772, 'y': 42.34617039642065}",-87.84361755354772,42.34617039642065
1397,Woodland Park - Deerfield,Municipal,820,Park, ,Deerfield,IL, ,Placed on Map,,https://www.deerfieldparks.org/, ,1561492681000,"{'x': -87.86386346811256, 'y': 42.17693387858366}",-87.86386346811256,42.17693387858366
1398,Woodland Park - Buffalo Grove,Municipal,820,Park, 2500 N Buffalo Grove Rd,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.9723112602644, 'y': 42.19534738138911}",-87.9723112602644,42.19534738138911
1399,Woodland Park - Hawthorn Woods,Municipal,820,Park, ,Hawthorn Woods,IL, ,Placed on Map,,http://www.vhw.org/index.aspx?NID=92, ,1546871446000,"{'x': -88.04343648230393, 'y': 42.2143891225319}",-88.04343648230393,42.2143891225319
1400,Woodlands Park,Municipal,820,Park, ,Mundelein,IL, ,Placed on Map,,https://mundeleinparks.org/facilities-parks/woodlands-park/, ,1561492681000,"{'x': -88.03577008809104, 'y': 42.28090497709784}",-88.03577008809104,42.28090497709784
1401,Woodridge Park,Municipal,820,Park, ,Highland Park,IL, ,Placed on Map,,http://www.pdhp.org/, ,1546871446000,"{'x': -87.80710796775068, 'y': 42.15452230059846}",-87.80710796775068,42.15452230059846
1402,Woods of Antioch,Municipal,820,Park, ,Antioch,IL, ,Placed on Map,,https://www.antioch.il.gov/departments/parks-department/, ,1546871446000,"{'x': -88.10494221729437, 'y': 42.48131694105051}",-88.10494221729437,42.48131694105051
1403,Wortham Park,Municipal,820,Park, ,Mundelein,IL, ,Placed on Map,,https://mundeleinparks.org/facilities-parks/wortham-park/, ,1561492681000,"{'x': -88.02504067321959, 'y': 42.25264720115665}",-88.02504067321959,42.25264720115665
1404,Warren Township Center Park,Municipal,820,Park, ,Gurnee,IL, ,Placed on Map,,http://www.warrentownship.net/departments/parks-sports/, ,1546871446000,"{'x': -87.98106873474666, 'y': 42.361747968217394}",-87.98106873474666,42.361747968217394
1405,Yeoman Park,Municipal,820,Park,1535 Grand Ave,Waukegan,IL,60085,Placed on Map,,https://www.waukeganparks.org/location/yeoman-park/, ,1561492681000,"{'x': -87.85013983544846, 'y': 42.3683707033428}",-87.85013983544846,42.3683707033428
1406,Yogi Bear Park,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.04097370783339, 'y': 42.364484217385225}",-88.04097370783339,42.364484217385225
1407,School District 126 Office,Municipal,730,Education Facility,1 ZB Way,Zion,IL, ,Placed on Map,,https://www.zbths.org/site/default.aspx?PageID=1, ,1561492681000,"{'x': -87.86759991262046, 'y': 42.45602575171808}",-87.86759991262046,42.45602575171808
1408,Zurites Park,Municipal,820,Park, ,Lake Zurich,IL, ,Placed on Map,,https://lakezurich.org/98/Park-Recreation, ,1561492681000,"{'x': -88.11622456049456, 'y': 42.198792470614265}",-88.11622456049456,42.198792470614265
1409,School District 128 Office,Municipal,730,Education Facility,50 Lakeview Pkwy,Vernon Hills,IL, ,Placed on Map,,https://www.d128.org/, ,1561492681000,"{'x': -87.95299056013657, 'y': 42.228753679467445}",-87.95299056013657,42.228753679467445
1410,Antioch School District 34 Administrative Services Center,Municipal,730,Education Facility,964 Spafford St,Antioch,IL,60002,Placed on Map,,https://www.antioch34.com/,(847) 838-8400,1561492681000,"{'x': -88.09957598541759, 'y': 42.47661049159257}",-88.09957598541759,42.47661049159257
1411,School District 38 Office,Municipal,730,Education Facility,26051 W Nippersink Rd,Ingleside,IL, ,Placed on Map,,http://www.bighollow.us/, ,1546871446000,"{'x': -88.14151190128223, 'y': 42.34938038540529}",-88.14151190128223,42.34938038540529
1412,School District 50 Office,Municipal,730,Education Facility,1105 N Hunt Club Rd,Gurnee,IL, ,Placed on Map,,https://www.dist50.net/main, ,1546871446000,"{'x': -87.9620869384328, 'y': 42.37734208803951}",-87.9620869384328,42.37734208803951
1413,School District 121 Office,Municipal,730,Education Facility,34090 N Almond Rd,Gurnee,IL, ,Placed on Map,,https://www.d121.org/, ,1546871446000,"{'x': -87.9810911072888, 'y': 42.35885899897232}",-87.9810911072888,42.35885899897232
1414,School District 849 Office,Regional,730,Education Facility,19525 W Washington St,Grayslake,IL, ,Placed on Map,,https://www.techcampus.org/, ,1561492681000,"{'x': -88.01623774488228, 'y': 42.357745855425904}",-88.01623774488228,42.357745855425904
1415,Daniel Barry Memorial Skate Park,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,http://www.villageofgrayslake.com/, ,1546871446000,"{'x': -88.03426379122601, 'y': 42.34650564726964}",-88.03426379122601,42.34650564726964
1416,Grayslake Senior Center,Private,820,Community / Recreation Center, ,Grayslake,IL, ,Placed on Map,,http://www.villageofgrayslake.com/139/Senior-Center, ,1561574114000,"{'x': -88.03560667106615, 'y': 42.345627537313504}",-88.03560667106615,42.345627537313504
1417,Acorn Acres Park,Municipal,820,Park, ,Hawthorn Woods,IL, ,Placed on Map,,http://www.vhw.org/index.aspx?NID=92, ,1546871446000,"{'x': -88.09844765470835, 'y': 42.21850209070749}",-88.09844765470835,42.21850209070749
1418,Bridlewoods Park,Municipal,820,Park, ,Hawthorn Woods,IL, ,Placed on Map,,http://www.vhw.org/index.aspx?NID=92, ,1546871446000,"{'x': -88.1018911738735, 'y': 42.23836945880095}",-88.1018911738735,42.23836945880095
1419,Grayslake Recreation Center,Municipal,820,Community / Recreation Center, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.02336117487955, 'y': 42.34084076947688}",-88.02336117487955,42.34084076947688
1420,Hussissian Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030175000,"{'x': -88.15118529443491, 'y': 42.23483678091161}",-88.15118529443491,42.23483678091161
1421,Gorden Lewis Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030176000,"{'x': -88.15002712348856, 'y': 42.23629845226352}",-88.15002712348856,42.23629845226352
1422,Bays Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030176000,"{'x': -88.15007500009995, 'y': 42.233045634033104}",-88.15007500009995,42.233045634033104
1423,Tower Lakes Tennis Courts,Private,820,Sports Complex, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030177000,"{'x': -88.15099034654354, 'y': 42.23307567719066}",-88.15099034654354,42.23307567719066
1424,Murray Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030178000,"{'x': -88.1586175544471, 'y': 42.23451676419617}",-88.1586175544471,42.23451676419617
1425,Barsumian Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030178000,"{'x': -88.15813735462208, 'y': 42.23012547782785}",-88.15813735462208,42.23012547782785
1426,Aram Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030179000,"{'x': -88.15781033102775, 'y': 42.23154847842799}",-88.15781033102775,42.23154847842799
1427,Roses Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030179000,"{'x': -88.15882108035113, 'y': 42.23882758855646}",-88.15882108035113,42.23882758855646
1428,Harriet Graham Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030179000,"{'x': -88.15314190956538, 'y': 42.23391945580059}",-88.15314190956538,42.23391945580059
1429,Cyril Wagner Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030180000,"{'x': -88.15324588147466, 'y': 42.23252470433259}",-88.15324588147466,42.23252470433259
1430,Gordon Iversen Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030180000,"{'x': -88.15205072419312, 'y': 42.230813478349695}",-88.15205072419312,42.230813478349695
1431,Lindy Lewis Gazebo,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030181000,"{'x': -88.15671592429689, 'y': 42.232289990940366}",-88.15671592429689,42.232289990940366
1432,Claudia Zupancic Park,Private,820,Park, ,Tower Lakes,IL, ,Placed on Map,,http://www.towerlakes-il.gov/, ,1591030182000,"{'x': -88.15435441690832, 'y': 42.226798135133805}",-88.15435441690832,42.226798135133805
1433,Viking Park - Round Lake,Municipal,820,Park, ,Round Lake,IL, ,Placed on Map,,https://www.rlapd.org/, ,1561492681000,"{'x': -88.10262275195942, 'y': 42.352779659823454}",-88.10262275195942,42.352779659823454
1434,Warwick Park,Municipal,820,Park, ,Lake Zurich,IL, ,Placed on Map,,https://lakezurich.org/98/Park-Recreation, ,1561492681000,"{'x': -88.05895649849957, 'y': 42.181286893666645}",-88.05895649849957,42.181286893666645
1435,Angel Park,Municipal,820,Park, ,North Chicago,IL, ,Placed on Map,,https://www.fosspark-district.org/index.php, ,1561574114000,"{'x': -87.86157700328786, 'y': 42.31411120975085}",-87.86157700328786,42.31411120975085
1436,Vision Park,Municipal,820,Park, ,North Chicago,IL, ,Placed on Map,,https://www.fosspark-district.org/index.php, ,1561574114000,"{'x': -87.85704922565964, 'y': 42.3274616089523}",-87.85704922565964,42.3274616089523
1437,Lake Park,Municipal,820,Park,18445 W Streamwood Dr,Gurnee,IL,60031,Placed on Map,,http://www.grandwoodpark.net/park-district-facilities-lake-park/, ,1546871446000,"{'x': -87.99288254821839, 'y': 42.3904279792383}",-87.99288254821839,42.3904279792383
1438,Adam's Park,Municipal,820,Park, ,Grandwood Park,IL, ,Placed on Map,,http://www.grandwoodpark.net/park-district-facilities-adams-park/, ,1546871446000,"{'x': -87.99005602343142, 'y': 42.393050276742144}",-87.99005602343142,42.393050276742144
1439,Hidden Park,Municipal,820,Park, ,Grandwood Park,IL, ,Placed on Map,,http://www.grandwoodpark.net/facilities-hidden-park/, ,1546871446000,"{'x': -87.98823287818925, 'y': 42.39464627816973}",-87.98823287818925,42.39464627816973
1440,Hutchins Athletic Field,Municipal,820,Sports Complex,36753 N Hutchins Rd,Gurnee,IL,60031,Placed on Map,,http://www.grandwoodpark.net/park-district-facilities-hutchins-athletic-ball-field/, ,1546871446000,"{'x': -87.98577395569465, 'y': 42.3973986727468}",-87.98577395569465,42.3973986727468
1441,Alleghany Park,Private,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.05093161989444, 'y': 42.32603697706513}",-88.05093161989444,42.32603697706513
1442,Churchill Junction Detention 2,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.06144042919337, 'y': 42.365929583883606}",-88.06144042919337,42.365929583883606
1443,Churchill Junction Natural Area,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.05534067258147, 'y': 42.36302762271823}",-88.05534067258147,42.36302762271823
1444,Garfield Road Open Space,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.03364193157226, 'y': 42.33452035101105}",-88.03364193157226,42.33452035101105
1445,Meadows of Grayslake Natural Area,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.0057566153722, 'y': 42.35713845896818}",-88.0057566153722,42.35713845896818
1446,West School Park,Municipal,820,Park, ,Knollwood,IL, ,Placed on Map,,https://www.lakebluffparks.org/, ,1561492681000,"{'x': -87.88033618090462, 'y': 42.28661243494659}",-87.88033618090462,42.28661243494659
1447,Sedgebrook Park,Municipal,820,Park, ,Wauconda,IL, ,Placed on Map,,http://waucondaparks.org/, ,1546871446000,"{'x': -88.11099855743026, 'y': 42.300224287229085}",-88.11099855743026,42.300224287229085
1448,Undeveloped - Brookside and Evergreen Park,Municipal,820,Park, ,Waukegan,IL,60085,Placed on Map,,https://www.waukeganparks.org/, ,1561492681000,"{'x': -87.86855703521636, 'y': 42.36442975674327}",-87.86855703521636,42.36442975674327
1449,North Beach Park,Municipal,820,Park, ,Waukegan,IL,60085,Placed on Map,,https://il-waukegan2.civicplus.com/, ,1561577370000,"{'x': -87.8157921900114, 'y': 42.36504572256192}",-87.8157921900114,42.36504572256192
1450,Undeveloped - Stewart and Ridgeland Park,Municipal,820,Park, ,Waukegan,IL,60085,Placed on Map,,https://www.waukeganparks.org/, ,1561492681000,"{'x': -87.83262144952967, 'y': 42.374550239532276}",-87.83262144952967,42.374550239532276
1451,Undeveloped - East Bonnie Brook and Lewis Park,Municipal,820,Park, ,Waukegan,IL,60087,Placed on Map,,https://www.waukeganparks.org/, ,1561492681000,"{'x': -87.85607163225505, 'y': 42.406152182477086}",-87.85607163225505,42.406152182477086
1452,Undeveloped - Stonegate and Devonshire Park,Municipal,820,Park, ,Waukegan,IL,60087,Placed on Map,,https://www.waukeganparks.org/, ,1561492681000,"{'x': -87.85697731192788, 'y': 42.41327733768598}",-87.85697731192788,42.41327733768598
1453,Undeveloped - James Creek Park,Municipal,820,Park, ,Waukegan,IL,60087,Placed on Map,,https://www.waukeganparks.org/, ,1561492681000,"{'x': -87.84618136602984, 'y': 42.420257391864595}",-87.84618136602984,42.420257391864595
1454,Bethany Avenue Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.82709913447398, 'y': 42.45499807649033}",-87.82709913447398,42.45499807649033
1455,Old Zion Hotel Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.8251971674555, 'y': 42.44807188936651}",-87.8251971674555,42.44807188936651
1456,Horizon Village Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.86850314887572, 'y': 42.461357589260764}",-87.86850314887572,42.461357589260764
1457,Nazareth Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.86994963680746, 'y': 42.47301436465948}",-87.86994963680746,42.47301436465948
1458,Tabor Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.88041463796492, 'y': 42.471661950147315}",-87.88041463796492,42.471661950147315
1459,Olivet Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.85950220490032, 'y': 42.46855613261878}",-87.85950220490032,42.46855613261878
1460,Caleb Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.87485289135982, 'y': 42.463957684208815}",-87.87485289135982,42.463957684208815
1461,Port Clinton Square Shopping Center,Private,720,Shopping Mall / Complex, ,Highland Park,IL, ,Placed on Map,,http://portclintonsquare.com/, ,1546871446000,"{'x': -87.79984438260276, 'y': 42.18474483125193}",-87.79984438260276,42.18474483125193
1462,Vern Thelen Park,Municipal,820,Park, ,Antioch,IL, ,Placed on Map,,https://www.antiochtownshipil.gov/, ,1546871446000,"{'x': -88.13218163222874, 'y': 42.44253757422162}",-88.13218163222874,42.44253757422162
1463,Rotor Swing Heliport,Private,810,Helipad / Heliport / Helispot, ,Palatine,IL, ,Placed on Map,,, ,1546871446000,"{'x': -88.02647258329091, 'y': 42.16780633419097}",-88.02647258329091,42.16780633419097
1464,Arrow Heliport,Private,810,Helipad / Heliport / Helispot, ,Fox Lake,IL, ,Placed on Map,,, ,1546871446000,"{'x': -88.18759165572096, 'y': 42.40335495795991}",-88.18759165572096,42.40335495795991
1465,Fox Lake Seaplane Base,Private,810,Airport Runway / Airfield, ,Antioch,IL, ,Placed on Map,,, ,1546871446000,"{'x': -88.15536863822028, 'y': 42.416414961000065}",-88.15536863822028,42.416414961000065
1466,Midland Airstrip,Private,810,Airport Runway / Airfield, ,Antioch,IL, ,Placed on Map,,, ,1546871446000,"{'x': -88.1758855619299, 'y': 42.48847673824045}",-88.1758855619299,42.48847673824045
1467,Nordic Helipad,Private,810,Helipad / Heliport / Helispot, ,Gurnee,IL, ,Placed on Map,,, ,1546871446000,"{'x': -87.88786667079484, 'y': 42.3582213483183}",-87.88786667079484,42.3582213483183
1468,Whippoorwill Farm Preserve,Municipal,820,Park, ,Mettawa,IL, ,Placed on Map,,http://mettawaopenlands.org/, ,1546871446000,"{'x': -87.90720497251235, 'y': 42.24121783871957}",-87.90720497251235,42.24121783871957
1469,Pickell/Bradley Gateway,Municipal,820,Park, ,Mettawa,IL, ,Placed on Map,,http://mettawaopenlands.org/, ,1546871446000,"{'x': -87.9050619848082, 'y': 42.24728381327062}",-87.9050619848082,42.24728381327062
1470,Old Mill Creek,Municipal,830,Municipal Government Facility,40870 Hunt Club Rd,Old Mill Creek,IL,60083,Placed on Map,,,(847) 838-0275,1561579194000,"{'x': -87.97423719433463, 'y': 42.45563383354154}",-87.97423719433463,42.45563383354154
1471,Valley Forge Square,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.01010039287742, 'y': 42.36211800428597}",-88.01010039287742,42.36211800428597
1472,Valley Forge Retention Area,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.00847688742736, 'y': 42.36158962369902}",-88.00847688742736,42.36158962369902
1473,Normandy Woods Park,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.04516915641722, 'y': 42.36939089156676}",-88.04516915641722,42.36939089156676
1474,Haryan Farms Trail,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.05330794140036, 'y': 42.35136480546767}",-88.05330794140036,42.35136480546767
1475,College Trail Wetland and Open Space,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.02042843149677, 'y': 42.3552194639865}",-88.02042843149677,42.3552194639865
1476,Churchill Junction Park,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.05854154511026, 'y': 42.368862546262065}",-88.05854154511026,42.368862546262065
1477,Chesapeake Landing Retention Area,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.03956030844682, 'y': 42.35866943784299}",-88.03956030844682,42.35866943784299
1478,Chesapeake Farms West Detention Area,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.03794847480725, 'y': 42.357987128810976}",-88.03794847480725,42.357987128810976
1479,Chesapeake Farms East Detention Area,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.0344508995199, 'y': 42.35931678665196}",-88.0344508995199,42.35931678665196
1480,Behm Homestead Park,Municipal,820,Park,22222 W Peterson Rd,Grayslake,IL, ,Placed on Map,,http://fremonttownship.com/departments/parks-department/, ,1546871446000,"{'x': -88.06703134499406, 'y': 42.308327063857156}",-88.06703134499406,42.308327063857156
1481,Lincolnshire Post Office,Federal,780,Post Office,125 Schelter Rd,Lincolnshire,IL,60069-3666,Placed on Map,,https://www.usps.com/,(847) 634-3260,1561574114000,"{'x': -87.93911353115456, 'y': 42.19397689131137}",-87.93911353115456,42.19397689131137
1482,Buffalo Grove Post Office,Federal,780,Post Office,255 N Buffalo Grove Rd,Buffalo Grove,IL,60089-2431,Placed on Map,,https://www.usps.com/,(847) 520-0268,1561574114000,"{'x': -87.96343252849015, 'y': 42.15776975602132}",-87.96343252849015,42.15776975602132
1483,Vernon Hills Post Office,Federal,780,Post Office,675 Lakeview Pkwy,Vernon Hills,IL,60061-1466,Placed on Map,,https://www.usps.com/,(847) 566-3901,1561574114000,"{'x': -87.95542951308241, 'y': 42.23751343901687}",-87.95542951308241,42.23751343901687
1484,Highwood Post Office,Federal,780,Post Office,130 Highwood Ave,Highwood,IL,60040-1540,Placed on Map,,https://www.usps.com/,(847) 432-0115,1561574114000,"{'x': -87.81225750801462, 'y': 42.20219006365955}",-87.81225750801462,42.20219006365955
1485,Highland Park Post Office,Federal,780,Post Office,833 Central Ave,Highland Park,IL,60035-3266,Placed on Map,,https://www.usps.com/,(847) 433-3201,1561574114000,"{'x': -87.80575871346528, 'y': 42.18392940768734}",-87.80575871346528,42.18392940768734
1486,Deerfield Post Office,Federal,780,Post Office,707 Osterman Ave,Deerfield,IL,60015-4421,Placed on Map,,https://www.usps.com/,(847) 945-0293,1561574114000,"{'x': -87.84547704193133, 'y': 42.16417002866991}",-87.84547704193133,42.16417002866991
1487,Lake Bluff Carrier Annex,Federal,780,Post Office,35 N Skokie Hwy,Lake Bluff,IL,60044-1789,Placed on Map,,https://www.usps.com/,(847) 234-2779,1561574114000,"{'x': -87.87008074502486, 'y': 42.28189747993583}",-87.87008074502486,42.28189747993583
1488,Lake Bluff Post Office,Federal,780,Post Office,26 E Scranton Ave,Lake Bluff,IL,60044-1788,Placed on Map,,https://www.usps.com/,(847) 234-2016,1561574114000,"{'x': -87.84469291150297, 'y': 42.279904627245024}",-87.84469291150297,42.279904627245024
1489,Lake Forest Post Office,Federal,780,Post Office,230 Northgate St,Lake Forest,IL,60045-1858,Placed on Map,,https://www.usps.com/,(847) 680-5464,1561574114000,"{'x': -87.84156075111026, 'y': 42.25255396980545}",-87.84156075111026,42.25255396980545
1490,Lake Forest Carrier Annex,Federal,780,Post Office,27848 N Bradley Rd,Lake Forest,IL,60045-1121,Placed on Map,,https://www.usps.com/,(847) 680-5464,1561574114000,"{'x': -87.9062379316174, 'y': 42.266967946285284}",-87.9062379316174,42.266967946285284
1491,Libertyville Post Office,Federal,780,Post Office,1520 Artaius Pkwy,Libertyville,IL,60048-5269,Placed on Map,,https://www.usps.com/,(847) 362-2266,1561574114000,"{'x': -87.94442189356073, 'y': 42.25786074102422}",-87.94442189356073,42.25786074102422
1492,Fox Lake Post Office,Federal,780,Post Office,33 E Grand Ave,Fox Lake,IL,60020-1449,Placed on Map,,https://www.usps.com/,(847) 587-0243,1561574114000,"{'x': -88.18069792045026, 'y': 42.39696260230302}",-88.18069792045026,42.39696260230302
1493,Ingleside Post Office,Federal,780,Post Office,604 Rollins Rd,Ingleside,IL,60041-1000,Placed on Map,,https://www.usps.com/,(847) 587-7812,1561574114000,"{'x': -88.15389778168982, 'y': 42.384414569229115}",-88.15389778168982,42.384414569229115
1494,Lindenhurst Post Office,Federal,780,Post Office,2301 E Sand Lake Rd,Lindenhurst,IL,60046-8935,Placed on Map,,https://www.usps.com/,(847) 356-8252,1561574114000,"{'x': -88.02602254080828, 'y': 42.406648980775245}",-88.02602254080828,42.406648980775245
1495,Gurnee Post Office,Federal,780,Post Office,1 N Oplaine Rd,Gurnee,IL,60031-2601,Placed on Map,,https://www.usps.com/,(847) 662-6943,1561574114000,"{'x': -87.91313018197296, 'y': 42.361321693029545}",-87.91313018197296,42.361321693029545
1496,Waukegan Post Office,Federal,780,Post Office,326 N Genesee St,Waukegan,IL,60085-4257,Placed on Map,,https://www.usps.com/,(847) 662-6802,1561574114000,"{'x': -87.83174842990563, 'y': 42.36495035304289}",-87.83174842990563,42.36495035304289
1497,North Chicago Post Office,Federal,780,Post Office,1514 Sheridan Rd,North Chicago,IL,60064-1852,Placed on Map,,https://www.usps.com/,(847) 689-1659,1561574114000,"{'x': -87.84006031485413, 'y': 42.33170429750553}",-87.84006031485413,42.33170429750553
1498,Round Lake Post Office,Federal,780,Post Office,1940 N Municipal Way,Round Lake,IL,60073-4957,Placed on Map,,https://www.usps.com/,(847) 740-6528,1561574114000,"{'x': -88.07184318877974, 'y': 42.38324328370962}",-88.07184318877974,42.38324328370962
